planet_name,star_name,num_of_stars,num_of_planets,discovery_method,disc_year,disc_facility,orbital_period_days,orb_semiMajorAxis,Orbit_Eccentricity,pl_radius,pl_Mass,equilibrium_temp_K,star_spectral_type,star_temp_K,star_radius,star_mass,star_mettalicity,star_surface_gravity,right_ascension_degree,declination_degree,distance_parsec,visual_magnitude,is_controversial,insolation_flux
HD 205158 b,HD 205158,1,1,Radial Velocity,2022,Multiple Observatories,25.33798,0.177,0.145,13.9,124.5887355,,,6133.55,1.87741,1.16,,3.95541,323.9186227,-59.6933144,86.6159,7.84,0,
HD 205739 b,HD 205739,1,1,Radial Velocity,2008,Las Campanas Observatory,279.8,0.896,0.27,13.6,435.41,,F7 V,6176,1.33,1.22,0.19,4.29,324.5351273,-31.7378373,92.5087,8.56,0,
HD 206255 b,HD 206255,1,1,Radial Velocity,2019,Las Campanas Observatory,96.045,0.461,0.23,6.47,34.2,,G5 IV/V,5635,2.221489,1.42,,3.7475,325.5917768,-50.0935884,75.2363,7.62,0,
HD 206610 b,HD 206610,1,1,Radial Velocity,2009,W. M. Keck Observatory,673.2,1.74,0.1,13.4,647.10188,,K0 III,4842,6.12,1.55,0.14,3.22,325.8537599,-7.4082451,147.192,8.34,0,
HD 206893 b,HD 206893,1,2,Imaging,2021,Gemini Observatory,9350,9.6,0.14,14.01122587,8899.195396,1429.2,F5 V,6500,1.31116,1.32,,4.45,326.3416874,-12.7833522,40.7583,6.68804,0,
HD 206893 c,HD 206893,1,2,Imaging,2022,European Southern Observatory,2090,3.53,0.41,16.36511182,4036.420769,1181.9,F5 V,6500,1.31116,1.32,,4.45,326.3416874,-12.7833522,40.7583,6.68804,0,
HD 207496 b,HD 207496,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),6.441008,0.0629,0.231,2.25,6.1,743,K2.5 V,4819,0.769,0.8,0.095,4.507,328.7181708,-77.3388025,23.606,8.23,0,72.9
HD 20781 b,HD 20781,2,5,Radial Velocity,2019,La Silla Observatory,5.3135,0.0529,0.1,1.21,1.93,,K0 V,5256,0.833609,0.7,-0.11,4.37,50.0139757,-28.7841175,35.9715,8.48,0,
HD 20781 c,HD 20781,2,5,Radial Velocity,2019,La Silla Observatory,13.8905,0.1004,0.09,2.17,5.33,,K0 V,5256,0.833609,0.7,-0.11,4.37,50.0139757,-28.7841175,35.9715,8.48,0,
HD 20781 d,HD 20781,2,5,Radial Velocity,2019,La Silla Observatory,29.158,0.1647,0.11,3.25,10.61,,K0 V,5256,0.833609,0.7,-0.11,4.37,50.0139757,-28.7841175,35.9715,8.48,0,
HD 20781 e,HD 20781,2,5,Radial Velocity,2019,La Silla Observatory,85.5073,0.3374,0.06,3.83,14.03,,K0 V,5256,0.833609,0.7,-0.11,4.37,50.0139757,-28.7841175,35.9715,8.48,0,
HD 20782 b,HD 20782,2,5,Radial Velocity,2006,Anglo-Australian Telescope,597.0643,1.3649,0.95,13.6,472.83,,G1.5 V,5782.13,1.12681,1.04,-0.0537,4.3514,50.0166232,-28.8543535,35.9864,7.36,0,
HD 207832 b,HD 207832,3,2,Radial Velocity,2012,W. M. Keck Observatory,160.07,0.586,0.197,14.2,177.9848,,G5 V,5726,0.89,1.05,0.14,4.48,328.1517893,-26.0271749,58.9291,8.78,0,
HD 207832 c,HD 207832,3,2,Radial Velocity,2012,W. M. Keck Observatory,1155.7,2.112,0.27,14,232.0159,,G5 V,5710,0.901,0.94,0.06,4.502,328.1517893,-26.0271749,58.9291,8.78,0,
HD 207897 b,HD 207897,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),16.20166,0.117,0,2.34302132,14.8,581.75,K0 V,5106,0.7827,0.8208,-0.03,4.562,325.2016451,84.3337613,28.2938,8.37,0,26.5
HD 20794 b,HD 20794,1,4,Radial Velocity,2011,La Silla Observatory,18.314,0.1257,0.064,1.45,2.7,660,G6 V,5368,0.93,0.79,-0.42,4.39,49.9997666,-43.0666533,6.00278,4.26,0,
HD 20794 d,HD 20794,1,4,Radial Velocity,2011,La Silla Observatory,89.68,0.3625,0.077,2.04,4.8,388,G6 V,5368,0.93,0.79,-0.42,4.39,49.9997666,-43.0666533,6.00278,4.26,0,
HD 20794 e,HD 20794,1,4,Radial Velocity,2017,La Silla Observatory,147.02,0.509,0.29,2.03,4.77,,G8,5401,0.93,0.813,-0.4,4.39,49.9997666,-43.0666533,6.00278,4.26,1,
HD 20794 f,HD 20794,1,4,Radial Velocity,2025,Multiple Observatories,647.6,1.3541,0.45,2.28,5.82,,G6 V,5368,0.93,0.79,-0.42,4.39,49.9997666,-43.0666533,6.00278,4.26,0,
HD 208487 b,HD 208487,1,1,Radial Velocity,2004,Anglo-Australian Telescope,130.08,0.524,0.24,14.2,165.265,,G2 V,6067,1.198429,1.13,0.022,4.335,329.3332489,-37.7641354,45.147,7.47,0,
HD 208527 b,HD 208527,1,1,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory,875.5,2.1,0.08,12.5,3146.4,,M1 III,4035,51.1,1.6,-0.09,1.4,329.0999413,21.239922,312.202,6.38984,0,
HD 20868 b,HD 20868,1,1,Radial Velocity,2008,La Silla Observatory,380.85001,0.95,0.75,13.7,397.2875,,K3/4 IV,4802,0.76,0.39,0.05,4.26,50.1794053,-33.72969,47.7223,9.92,0,
HD 208897 b,HD 208897,1,1,Radial Velocity,2017,Multiple Observatories,358.27,1.063,0.02,13.7,379.487118,,K0,4860,4.98,1.25,0.21,3.13,329.7490639,19.0201591,67.4872,6.50821,0,
HD 209458 b,HD 209458,1,1,Radial Velocity,1999,W. M. Keck Observatory,3.52474859,0.04707,0,15.58051,232.0159,1459,G0 V,6091,1.19,1.23,0.01,4.45,330.7950219,18.8842419,48.3016,7.65,0,587.098
HD 210193 b,HD 210193,1,1,Radial Velocity,2019,Las Campanas Observatory,649.918,1.487,0.24,14.3,153.1,,G3 V,5790,1.05971,1.04,0.13,4.43481,332.3951324,-41.225205,42.2029,7.83,0,
HD 210277 b,HD 210277,1,1,Radial Velocity,1998,W. M. Keck Observatory,442.19,1.13,0.48,13.6,410.0007,,G0 V,5538,1.07,1.01,0.22,4.38,332.3748117,-7.5505962,21.2985,6.54348,0,
HD 210702 b,HD 210702,1,1,Radial Velocity,2007,Lick Observatory,355.5,1.079,0.071,13.6,481.5100366,,K1 IV,4912,4.54,1.33,-0.02,3.23,332.9638643,16.0404806,54.1963,5.93022,0,
HD 211403 b,HD 211403,1,1,Radial Velocity,2021,Haute-Provence Observatory,223.8,0.768,0.084,12.8,1760.769375,380,F7 V,6273,1.206,1.2,0.18,4.3,333.8158177,58.2755601,83.0919,8.48,0,3.44
HD 211810 b,HD 211810,1,1,Radial Velocity,2018,W. M. Keck Observatory,1558,2.656,0.68,14,212.9461,,G5,5652,1.13,1.03,0.17,4.26335,334.5286724,61.1349912,64.6353,8.59,0,
HD 211970 b,HD 211970,1,1,Radial Velocity,2019,Las Campanas Observatory,25.201,0.143,0.15,3.66,13,,K7 V,4127,0.574175,0.61,,4.6921,335.5661579,-54.5596006,13.1277,10.24,0,
HD 212301 b,HD 212301,2,1,Radial Velocity,2005,La Silla Observatory,2.24571,0.03,0,14.2,162.0933,,F8 V,6239,1.16,1.55,0.18,4.5,336.8803957,-77.7183219,54.2304,7.76,0,
HD 212771 b,HD 212771,1,1,Radial Velocity,2009,W. M. Keck Observatory,380.7,1.19,0.076,13.3,759.6137,,G8 IV,5003,5.27,1.56,-0.21,3.31,336.762413,-17.2641046,111.155,7.6,0,
HD 213240 b,HD 213240,2,1,Radial Velocity,2001,La Silla Observatory,882.70001,1.89,0.42,12.8,1655.886,,G0/1 V,5979,1.51,1.57,0.15,4.27,337.7506266,-49.4341037,40.8707,6.81,0,
HD 213472 b,HD 213472,1,1,Radial Velocity,2021,Multiple Observatories,17000,13,0.53,13.1,1112.399425,,,5729.54,1.433902,1.048132,0.1249,4.144921,337.7069969,40.7222277,64.4527,8.17,0,
HD 213519 b,HD 213519,1,1,Radial Velocity,2022,Multiple Observatories,11.12214,0.099,0.413,2.99,9.2170238,,,5840,1.08287,1.05,0.01,4.39011,337.7727845,45.1452472,41.0014,7.68,0,
HD 213885 b,HD 213885,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),1.008035,0.02012,0,1.745,8.83,2128,G,5978,1.1011,1.068,-0.04,4.3827,338.9837166,-59.864829,48.0883,7.95,0,1882.94
HD 213885 c,HD 213885,1,2,Radial Velocity,2019,Multiple Observatories,4.78503,0.056798,0,4.71,19.95,1265.4,G,5978,1.1011,1.068,-0.04,4.3827,338.9837166,-59.864829,48.0883,7.95,0,
HD 21411 b,HD 21411,1,1,Radial Velocity,2019,Las Campanas Observatory,84.288,0.362,0.4,9.52,65.9,,G8 V,5605,0.825605,0.89,-0.265,4.51,51.5474155,-30.6168403,29.1328,7.88,0,
HD 214823 b,HD 214823,2,1,Radial Velocity,2016,Haute-Provence Observatory,1854.84424,3.08,0.161,12.1,5914.786654,,G0,6215,2.04,1.115,0.17,4.05,340.0832062,31.7875183,101.368,8.06,0,
HD 215152 b,HD 215152,1,4,Radial Velocity,2018,La Silla Observatory,5.75999,0.057638,0,1.19,1.819,,K3 V,4935,0.73,0.77,-0.1,4.4,340.8380941,-6.4020685,21.5974,8.11,0,
HD 215152 c,HD 215152,1,4,Radial Velocity,2018,La Silla Observatory,7.28243,0.067393,0,1.17,1.72,,K3 V,4935,0.73,0.77,-0.1,4.4,340.8380941,-6.4020685,21.5974,8.11,0,
HD 215152 d,HD 215152,1,4,Radial Velocity,2018,La Silla Observatory,10.86499,0.08799,0,1.48,2.801,,K3 V,4935,0.73,0.77,-0.1,4.4,340.8380941,-6.4020685,21.5974,8.11,0,
HD 215152 e,HD 215152,1,4,Radial Velocity,2018,La Silla Observatory,25.1967,0.15417,0,1.51,2.877,,K3 V,4935,0.73,0.77,-0.1,4.4,340.8380941,-6.4020685,21.5974,8.11,0,
HD 21520 b,HD 21520,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),25.1292,0.1726,0,2.697,17.7,637,,5871,1.044,1.09,0.049,4.42,51.6403449,-43.6136649,79.208,9.17,0,
HD 215497 b,HD 215497,1,2,Radial Velocity,2009,La Silla Observatory,3.93404,0.05,0.16,2.4,6.3566,,K3 V,5110,0.85,0.67,0.2,4.4,341.652714,-56.5997984,40.5468,8.96,0,
HD 215497 c,HD 215497,1,2,Radial Velocity,2009,La Silla Observatory,566,1.31,0.47,13,111.2399425,,K3 V,5113,0.85,0.92,0.23,4.31,341.652714,-56.5997984,40.5468,8.96,0,
HD 216435 b,HD 216435,1,1,Radial Velocity,2002,Anglo-Australian Telescope,1311,2.56,0.07,13.7,400.4,,G0 V,5999,1.800029,1.3,0.244,4.154,343.4094703,-48.5986332,32.9834,6.03,0,
HD 216437 b,HD 216437,1,1,Radial Velocity,2002,Anglo-Australian Telescope,1359,2.57,0.31,13,1334.879309,,G1 V,5909,1.394,1.22,0.2,4.188,343.6639631,-70.0733957,26.6902,6.04,0,
HD 216520 b,HD 216520,1,2,Radial Velocity,2020,Multiple Observatories,35.45,0.198,0.09,3.18,10.26,,K2,5103,0.76,0.82,-0.16,4.54,341.8768719,83.6975307,19.552,7.53,0,
HD 216520 c,HD 216520,1,2,Radial Velocity,2020,Multiple Observatories,154.43,0.528,0.12,3.03,9.44,,K2,5103,0.76,0.82,-0.16,4.54,341.8768719,83.6975307,19.552,7.53,0,
HD 216536 b,HD 216536,1,1,Radial Velocity,2015,McDonald Observatory,148.60001,0.61,0.38,13.8,333.7215,,K0,4639,9.83,0.81,-0.17,2.36,343.2665641,44.4777303,376.233,9.229,0,
HD 216770 b,HD 216770,1,1,Radial Velocity,2003,La Silla Observatory,118.45,0.46,0.37,14.1,181.1631,,G9 V CN+1,5399,0.93,0.74,0.27,4.37,343.9748751,-26.6595286,36.6625,8.11,0,
HD 21693 b,HD 21693,1,2,Radial Velocity,2019,La Silla Observatory,22.6786,0.1455,0.12,2.8,8.23,,G8 V,5430,0.914378,0.8,0,4.37,51.8040469,-58.3232726,33.255,7.95,0,
HD 21693 c,HD 21693,1,2,Radial Velocity,2019,La Silla Observatory,53.7357,0.2586,0.07,4.34,17.37,,G8 V,5430,0.914378,0.8,0,4.37,51.8040469,-58.3232726,33.255,7.95,0,
HD 217107 b,HD 217107,1,2,Radial Velocity,1998,Lick Observatory,7.12682,0.08,0.13,13.6,413.179,,G8 IV,5622,1.11,1,0.36,4.34,344.5647243,-2.3954489,20.0619,6.155,0,
HD 217107 c,HD 217107,1,2,Radial Velocity,2005,Lick Observatory,4270,5.32,0.517,13.2,826.32,,G8 IV,5575,1.19931,0.98,0.28,4.27143,344.5647243,-2.3954489,20.0619,6.155,0,
HD 21749 c,GJ 143,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),7.78993,0.0695,,0.892,3.7,701,K4.5,4640,0.695,0.73,0.003,4.613,51.7501882,-63.500166,16.32,8.08,0,144.765
HD 217786 b,HD 217786,2,2,Radial Velocity,2011,La Silla Observatory,1301.36009,2.446,0.311,12.3,4402.559094,,F8 V,5966,1.27,1.14,-0.135,4.35,345.7838088,-0.4303594,55.4847,7.78,0,
HD 217786 c,HD 217786,2,2,Radial Velocity,2022,Multiple Observatories,2.52221,0.038,0.399,2.61,7.31005336,,F8 V,5966,1.27,1.14,-0.135,4.35,345.7838088,-0.4303594,55.4847,7.78,0,
HD 217958 b,HD 217958,1,1,Radial Velocity,2022,Multiple Observatories,2560.19774,3.758,0.156,14.2,166.5420853,,,5930.64,1.32619,1.08,0.2865,4.22628,346.136577,-25.6917758,61.7957,8.05,0,
HD 218566 b,HD 218566,1,1,Radial Velocity,2010,W. M. Keck Observatory,225.7,0.69,0.3,9.32,63.566,,K3V,4730,0.85,0.76,0.28,4.46,347.297417,-2.2611645,28.8274,8.6,0,
HD 219077 b,HD 219077,1,1,Radial Velocity,2012,La Silla Observatory,5478.68861,5.935,0.768,12.5,3057.509275,,G8 V+,5362,1.91,0.92,-0.13,4,348.5319387,-62.7018297,29.1864,6.12,0,
HD 219134 b,HD 219134,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,3.092926,0.03876,0,1.602,4.74,1015,K3 V,4699,0.778,0.81,0.11,4.567,348.3372026,57.1696255,6.53127,5.56911,0,176.2
HD 219134 c,HD 219134,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,6.76458,0.0653,0.062,1.511,4.36,782,K3 V,4699,0.778,0.81,0.11,4.567,348.3372026,57.1696255,6.53127,5.56911,0,62.1
HD 219134 d,HD 219134,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,46.859,0.237,0.138,1.61,16.17,410.5,K3 V,4699,0.778,0.81,0.11,4.567,348.3372026,57.1696255,6.53127,5.56911,0,4.72
HD 219134 f,HD 219134,1,6,Radial Velocity,2015,Multiple Observatories,22.717,0.1463,0.148,1.31,7.3,522.6,K3 V,4699,0.778,0.81,0.11,4.567,348.3372026,57.1696255,6.53127,5.56911,1,12.38
HD 219134 g,HD 219134,1,6,Radial Velocity,2015,Multiple Observatories,94.2,0.3753,0,3.28,10.80622,,K3 V,4913,0.77,0.794,0.08,4.51,348.3372026,57.1696255,6.53127,5.56911,0,
HD 219134 h,HD 219134,1,6,Radial Velocity,2015,Roque de los Muchachos Observatory,2247,3.11,0.06,12.7,108.0622,,K3 V,4913,0.77,0.794,0.08,4.51,348.3372026,57.1696255,6.53127,5.56911,0,
HD 219139 b,HD 219139,1,1,Radial Velocity,2021,Okayama Astrophysical Observatory,275.5,0.94,0.11,14,247.9061575,,G5 III,4831,11.22,1.46,-0.2,2.48,348.3604055,11.0649832,104.935,5.84863,0,
HD 219415 b,HD 219415,1,1,Radial Velocity,2012,McDonald Observatory,2093.3,3.2,0.4,13.8,317.83,,K0 III,4820,2.9,1,-0.04,3.51,348.7243579,56.7303001,165.184,8.909,0,
HD 219666 b,HD 219666,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),6.034468,0.06356,0.05,4.898,17.6,1076,G5 V,5540,1.059,1.02,0.04,4.4,349.5592665,-56.9039857,94.1719,9.809,0,64.2648
HD 219828 b,HD 219828,1,2,Radial Velocity,2007,La Silla Observatory,3.83483,0.049,0.091,4.59,19.06970442,,G0 IV,5891,1.56,1.04,0.19,4.17,349.6947029,18.6457524,73.114,8.04,0,
HD 219828 c,HD 219828,1,2,Radial Velocity,2016,Multiple Facilities,4789.87297,5.657,0.811,12.2,5102.417246,,G0 IV,5891,1.56,1.04,0.19,4.17,349.6947029,18.6457524,73.114,8.04,0,
HD 220074 b,HD 220074,1,1,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory,672.09998,1.6,0.14,12.2,5288.6912,,M2 III,3787,54.92,2.2,-0.25,1.3,350.0599827,61.9701062,324.54,6.40607,0,
HD 220197 b,HD 220197,1,1,Radial Velocity,2018,Roque de los Muchachos Observatory,1728,2.729,0.187,9.32,63.566,,G5,5683,0.98,0.91,-0.55,4.42,350.4946927,16.6323305,64.411,8.92,0,
HD 220689 b,HD 220689,1,1,Radial Velocity,2012,La Silla Observatory,2266.4,3.396,0.054,13.7,381.3940884,,G3 V,5921,1.068,1.016,-0.07,4.36,351.4707282,-20.6167923,46.8778,7.74,0,
HD 220773 b,HD 220773,1,1,Radial Velocity,2011,McDonald Observatory,3724.7,4.94,0.51,13.6,460.8,,F9,5940,1.679696,1.16,0.09,4.24,351.6144715,8.6428871,50.5103,7.10831,0,
HD 220842 b,HD 220842,2,1,Radial Velocity,2016,Haute-Provence Observatory,218.47,0.74,0.404,13.1,1010.6994,,F8,5960,1.41647,1.13,-0.17,4.24,351.6534162,56.8871415,64.6498,7.98,0,
HD 221287 b,HD 221287,1,1,Radial Velocity,2007,La Silla Observatory,456.1,1.25,0.08,13.1,982.05,,F7 V,6304,1.13864,1.25,-0.03,4.43,352.836223,-58.209754,55.9231,7.82,0,
HD 221416 b,HD 221416,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),14.2767,0.1228,0.115,9.17,60.5,789.15,K0 IV/V,5080,2.943,1.212,-0.08,3.584,353.0331863,-21.8012007,95.5483,8.15,0,91.6542
HD 221420 b,HD 221420,1,1,Radial Velocity,2019,Anglo-Australian Telescope,10090,10.15,0.14,12,7278.27052,,G2 IV-V,5847,1.947,1.351,0.33,4.03,353.3319001,-77.3853286,31.1415,5.82,0,
HD 221585 b,HD 221585,1,1,Radial Velocity,2016,Haute-Provence Observatory,1173,2.306,0.123,13.5,511.7063,,G8 IV,5620,1.850575,1.19,0.29,4.05,353.2293802,63.1556146,55.8535,7.457,0,
HD 222076 b,HD 222076,1,1,Radial Velocity,2016,Multiple Observatories,871,1.83,0.08,13.5,495.8148,,K0 III,4806,4.1,1.07,0.05,3.31,354.531982,-70.9032461,91.1538,7.47,0,
HD 222155 b,HD 222155,1,1,Radial Velocity,2011,Haute-Provence Observatory,3999,5.14,0.16,13.4,581.6259848,,G2 V,5701,1.85,1.21,-0.18,3.99,354.5025617,48.9960191,50.6078,7.11716,0,
HD 222237 b,HD 222237,1,1,Radial Velocity,2024,Multiple Observatories,14892,10.8,0.56,12.8,1649.529432,,K3 V,4751,0.71,0.76,-0.32,4.61,354.9078642,-72.7253271,11.4469,7.09,0,
HD 222582 b,HD 222582,2,1,Radial Velocity,1999,W. M. Keck Observatory,572.38,1.34,0.73,12.6,2660.2371,,G5 V,5790,1.13,1.12,0.01,4.38,355.4640788,-5.9862379,42.1586,7.68,0,
HD 224018 b,HD 224018,1,3,Radial Velocity,2025,Roque de los Muchachos Observatory,10.6413,0.0952,0.06,0.91,4.1,968,G V,5784,1.147,1.013,0.05,4.32,358.6390056,-4.7233362,105.48,9.715,0,
HD 224018 c,HD 224018,1,3,Transit,2025,K2,36.57669,0.217,0.02,2.42,10.4,641,G V,5784,1.147,1.013,0.05,4.32,358.6390056,-4.7233362,105.48,9.715,0,
HD 224018 d,HD 224018,1,3,Transit,2025,K2,138.0731,0.53,0.04,2.4,4.2,411,G V,5784,1.147,1.013,0.05,4.32,358.6390056,-4.7233362,105.48,9.715,0,
HD 224538 b,HD 224538,1,1,Radial Velocity,2016,Multiple Observatories,1202.05199,2.375,0.476,12.7,2075.737326,,F8/G0 IV/V,6097,1.54,1.23,0.27,4.19,359.7164302,-61.5868613,79.0608,8.06,0,
HD 224693 b,HD 224693,1,1,Radial Velocity,2006,W. M. Keck Observatory,26.6904,0.191,0.104,14,222.481,,G2 V,5894,1.93,1.31,0.27,4.38,359.9749837,-22.4279999,93.5015,8.23,0,
HD 22496 b,HD 22496,1,1,Radial Velocity,2021,Paranal Observatory,5.09071,0.051,,2.22,5.57,573,K5/M0V,4385,0.674,0.684,-0.08,4.69,53.7565398,-48.4178173,13.5956,8.57,0,26
HD 22532 b,HD 22532,1,1,Radial Velocity,2022,La Silla Observatory,872.6,1.9,0.03,13.4,673.7962228,,G8 III/IV,5038,5.69,1.57,-0.19,3.09,53.8148478,-49.4172669,161.183,7.85,0,
HD 22781 b,HD 22781,1,1,Radial Velocity,2011,Haute-Provence Observatory,528.07,1.167,0.8191,12.3,4338.2,,K1,5027,0.743475,0.75,-0.37,4.6,55.2065581,31.8258855,32.6034,8.78,0,
HD 22946 d,HD 22946,1,3,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),47.42489,0.2958,,2.607,26.57,546,F7/F8V,6169,1.117,1.098,-0.08,4.47,54.819538,-42.7630276,62.7792,8.270001,0,18.561
HD 23079 b,HD 23079,1,2,Radial Velocity,2001,Anglo-Australian Telescope,735.74,1.6,0.07348,13.2,845.4235626,,F9.5 V,5994,1.08,1.16,-0.129,4.37,54.9281897,-52.9162344,33.4591,7.12,0,
HD 23079 c,HD 23079,1,2,Radial Velocity,2025,La Silla Observatory,5.748913,,0.097,2.8,8.26,,F9.5 V,5994,1.08,1.16,-0.129,4.37,54.9281897,-52.9162344,33.4591,7.12,0,
HD 23127 b,HD 23127,1,1,Radial Velocity,2006,Anglo-Australian Telescope,1211.17,2.37,0.406,13.5,485.32641,,G2 V,5843,1.49,1.208,0.29,4.146,54.8491271,-60.077229,93.8555,8.58,0,
HD 231701 b,HD 231701,1,1,Radial Velocity,2007,W. M. Keck Observatory,141.63,0.567,0.13,13.7,359.1479,,F8 V,6101,1.53,1.21,0.05,4.31,293.017622,16.4743566,108.877,8.97,0,
HD 233604 b,HD 233604,1,1,Radial Velocity,2013,McDonald Observatory,192,0.747,0.05,12.7,2089.644,,K5,4791,10.9,1.5,-0.36,2.55,137.4535054,53.5682016,847.058,10.291,0,
HD 233832 b,HD 233832,2,1,Radial Velocity,2018,Roque de los Muchachos Observatory,2058,2.827,0.359,13.5,565.7374,,G0,4981,0.68,0.71,-0.66,4.49,171.5196515,50.3763099,58.742,10.15,0,
HD 23472 b,HD 23472,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),17.667087,0.1162,0.072,2,8.32,543,K4 V,4684,0.71,0.67,-0.2,4.53,55.4590314,-62.7672667,39.0341,9.73,0,16
HD 23472 c,HD 23472,1,5,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),29.79749,0.1646,0.063,1.87,3.41,467,K4 V,4684,0.71,0.67,-0.2,4.53,55.4590314,-62.7672667,39.0341,9.73,0,7.96
HD 23472 d,HD 23472,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),3.97664,0.04298,0.07,0.75,0.55,909,K4 V,4684,0.71,0.67,-0.2,4.53,55.4590314,-62.7672667,39.0341,9.73,0,117
HD 23472 e,HD 23472,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),7.90754,0.068,0.07,0.818,0.72,723,K4 V,4684,0.71,0.67,-0.2,4.53,55.4590314,-62.7672667,39.0341,9.73,0,46.7
HD 23472 f,HD 23472,1,5,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),12.1621839,0.0906,0.07,1.137,0.77,630,K4 V,4684,0.71,0.67,-0.2,4.53,55.4590314,-62.7672667,39.0341,9.73,0,26.3
HD 235088 b,HD 235088,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),7.4341325,0.0706,0,1.982,4.15,805,K V,5075,0.772,0.849,-0.02,4.55,300.6154535,53.3774418,41.1706,9.19,0,70
HD 23596 b,HD 23596,2,1,Radial Velocity,2003,Haute-Provence Observatory,1535.11912,2.694,0.282,12.4,3786.607641,,F8,6040,1.53,1.1,0.33,4.23,57.0018601,40.5307308,52.0018,7.26122,0,
HD 238090 b,HD 238090,1,1,Radial Velocity,2020,Multiple Observatories,13.671,0.0932,0.3,2.52,6.89,469.6,M0.0 V,3933,0.57,0.578,-0.03,4.7,183.0886375,54.486153,15.2354,9.71,0,8.1
HD 238914 b,HD 238914,1,1,Radial Velocity,2018,Multiple Observatories,4100,5.7,0.56,12.8,1906.98,,K7,4769,12.73,1.47,-0.25,2.37,279.5842102,59.2538819,519.452,8.770001,0,
HD 240210 b,HD 240210,1,1,Radial Velocity,2009,McDonald Observatory,501.75,1.16,0.15,12.8,1655.82,,K3 III,4297,25.456816,0.82,-0.18,2.31,347.6219227,57.0294818,372.405,8.270001,0,
HD 240237 b,HD 240237,1,1,Radial Velocity,2011,McDonald Observatory,745.70001,1.92,0.4,12.2,5050.3187,,K2 III,3926,71.23,8.76,-0.25,1.67,348.9259334,58.0432233,933.377,8.19,0,
HD 24040 b,HD 24040,1,2,Radial Velocity,2006,W. M. Keck Observatory,3668,4.92,0.04,13,1226.8238,,G0 V,5802,1.3,1.11,0.19,4.26,57.5962104,17.4752873,46.6224,7.515,0,
HD 24040 c,HD 24040,1,2,Radial Velocity,2021,Multiple Observatories,515.4,1.3,0.11,9.35,63.88350981,,G0 V,5776.49,1.387296,1.10394,0.1971,4.197486,57.5962104,17.4752873,46.6224,7.515,0,
HD 24064 b,HD 24064,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,535.59998,1.29,0.35,12.3,4096.8287,,K0,4052,40,1.61,-0.49,1.44,59.1510071,74.0800789,300.247,6.74616,0,
HD 24085 b,HD 24085,1,1,Radial Velocity,2019,Las Campanas Observatory,2.0455,0.034,0.22,3.46,11.8,,G0 V,6034,1.412551,1.22,0.17,4.1967,56.2563447,-70.0245193,54.9004,7.57,0,
HD 25015 b,HD 25015,1,1,Radial Velocity,2019,La Silla Observatory,6134.427,6.248,0.341,12.5,2884.92845,,K2 V,5160,0.83,0.86,0.04,4.4,59.4335463,-20.2673347,37.433,8.87,0,
HD 25171 b,HD 25171,2,1,Radial Velocity,2010,La Silla Observatory,1802.29,2.971,0.042,13.9,290.81445,,F8 V,6125,1.23,1.076,-0.12,4.263,58.9574779,-65.1863239,55.6146,7.77,0,
HD 25463 b,HD 25463,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),7.0491423,0.076,0,2.54535814,8.7,1198.46,,6353,1.4182,1.251,-0.018,4.227,60.7483361,9.2077676,45.6181,6.91134,0,461.4
HD 25463 c,HD 25463,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),3.04405,0.0443,0,1.36354953,4.3,1585.57,,6353,1.4182,1.251,-0.018,4.227,60.7483361,9.2077676,45.6181,6.91134,0,1413.5
HD 25723 b,HD 25723,1,1,Radial Velocity,2020,Lick Observatory,457.01,1.49,0.04,13.3,794.5710175,,K1 III,4766,13.76,2.12,-0.03,2.5,61.0947182,-12.7922241,114.816,5.60075,0,
HD 25912 b,HD 25912,1,2,Radial Velocity,2022,Multiple Observatories,41.83156,0.242,0.05,6.9,38.13940884,,,5920.58,0.995896,1.08,0.12,4.47506,60.9074988,-51.9315058,49.1661,8.2,0,
